	rho	fdr	rank	percentile
KRASNOSELSKAYA_ILF3_TARGETS_UP	-0.322474514447878	1.0	276	0.03476946334089191
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	-0.3223884638185199	1.0	277	0.03489543965734442
GO_0031349|positive regulation of defense response	-0.3223562244502651	1.0	278	0.035021415973796925
KORKOLA_CHORIOCARCINOMA_UP	-0.3216013305555398	1.0	279	0.035147392290249435
BARRIER_COLON_CANCER_RECURRENCE_DN	-0.32150584666830145	1.0	280	0.03527336860670194
HASEGAWA_TUMORIGENESIS_BY_RET_C634R	-0.3209215051129028	1.0	281	0.03539934492315445
GO_0050778|positive regulation of immune response	-0.3205375387722954	1.0	282	0.03552532123960695
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	-0.3198068506505718	1.0	283	0.03565129755605946
GO_0008015|blood circulation	-0.31961398927669876	1.0	284	0.03577727387251197
GO_0003013|circulatory system process	-0.31961398927669876	1.0	285	0.035903250188964474
MIKKELSEN_IPS_WITH_HCP_H3K27ME3	-0.3193751128847412	1.0	286	0.036029226505416984
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	-0.31888249803977253	1.0	287	0.036155202821869487
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	-0.318872912733513	1.0	288	0.036281179138321996
HALLMARK_COMPLEMENT	-0.31858568276268057	1.0	289	0.0364071554547745
GO_0032768|regulation of monooxygenase activity	-0.31791067512481214	1.0	290	0.03653313177122701
MURAKAMI_UV_RESPONSE_6HR_DN	-0.31780201981344325	1.0	291	0.03665910808767952
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP	-0.31759430935005717	1.0	292	0.03678508440413202
LEE_AGING_NEOCORTEX_UP	-0.3174880845070991	1.0	293	0.03691106072058453
GO_0006575|cellular amino acid derivative metabolic process	-0.31744610063215817	1.0	294	0.037037037037037035
GO_0019229|regulation of vasoconstriction	-0.31737319551185655	1.0	295	0.037163013353489545
GO_0045446|endothelial cell differentiation	-0.3173158753508337	1.0	296	0.03728898966994205
GO_0045742|positive regulation of epidermal growth factor receptor signaling pathway	-0.3170146290718002	1.0	297	0.03741496598639456
MIKKELSEN_MEF_LCP_WITH_H3K4ME3	-0.3169028285984014	1.0	298	0.03754094230284707
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	-0.3167906781037184	1.0	299	0.03766691861929957
GO_0045619|regulation of lymphocyte differentiation	-0.3166218690745735	1.0	300	0.03779289493575208
GO_0045730|respiratory burst	-0.31654076529206954	1.0	301	0.03791887125220458
LABBE_TARGETS_OF_TGFB1_AND_WNT3A_DN	-0.3163030845568023	1.0	302	0.03804484756865709
GO_0002699|positive regulation of immune effector process	-0.31615532991385115	1.0	303	0.038170823885109596
GO_0009582|detection of abiotic stimulus	-0.31575880844387466	1.0	304	0.038296800201562106
GO_0015893|drug transport	-0.3157064423855691	1.0	305	0.038422776518014616
WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2	-0.3156627719070294	1.0	306	0.03854875283446712
CYCLIN_D1_UP.V1_UP	-0.3149465884909198	1.0	307	0.03867472915091963
KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP	-0.31461124889189845	1.0	308	0.03880070546737213
GO_0051240|positive regulation of multicellular organismal process	-0.314478966628884	1.0	309	0.03892668178382464
BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN	-0.31374510148801277	1.0	310	0.039052658100277145
GO_0048708|astrocyte differentiation	-0.3132003565990558	1.0	311	0.039178634416729655
GOUYER_TATI_TARGETS_UP	-0.3124160029548464	1.0	312	0.039304610733182165
CHIBA_RESPONSE_TO_TSA_UP	-0.31234138289885655	1.0	313	0.03943058704963467
NABA_ECM_REGULATORS	-0.3123219702960642	1.0	314	0.03955656336608718
GNATENKO_PLATELET_SIGNATURE	-0.3121109724023954	1.0	315	0.03968253968253968
HINATA_NFKB_TARGETS_KERATINOCYTE_UP	-0.31208561649337196	1.0	316	0.03980851599899219
GO_0050954|sensory perception of mechanical stimulus	-0.31159149033396355	1.0	317	0.03993449231544469
BOWIE_RESPONSE_TO_TAMOXIFEN	-0.3111001032032211	1.0	318	0.0400604686318972
ROZANOV_MMP14_TARGETS_UP	-0.31083910273915033	1.0	319	0.04018644494834971
GROSS_ELK3_TARGETS_DN	-0.3108351215575381	1.0	320	0.040312421264802216
GO_0001818|negative regulation of cytokine production	-0.3100549453224968	1.0	321	0.040438397581254726
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.31003773933278866	1.0	322	0.04056437389770723
GO_0022408|negative regulation of cell-cell adhesion	-0.30875336190981945	1.0	323	0.04069035021415974
GO_0032270|positive regulation of cellular protein metabolic process	-0.3082050895100208	1.0	324	0.04081632653061224
DEMAGALHAES_AGING_DN	-0.30782806224840137	1.0	325	0.04094230284706475
KERLEY_RESPONSE_TO_CISPLATIN_UP	-0.3075728384264272	1.0	326	0.04106827916351726
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	-0.30752535905604506	1.0	327	0.041194255479969764
AIYAR_COBRA1_TARGETS_UP	-0.3072831857433036	1.0	328	0.041320231796422274
GROSS_HIF1A_TARGETS_DN	-0.3072724759619683	1.0	329	0.04144620811287478
GO_0050801|ion homeostasis	-0.3067503382611132	1.0	330	0.04157218442932729
GO_0045778|positive regulation of ossification	-0.30633380912639024	1.0	331	0.04169816074577979
MIKKELSEN_PLURIPOTENT_STATE_DN	-0.3061709810902785	1.0	332	0.0418241370622323
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	-0.3059206720434398	1.0	333	0.04195011337868481
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	-0.3058730480603666	1.0	334	0.04207608969513731
P53_DN.V2_UP	-0.305731799076757	1.0	335	0.04220206601158982
HINATA_NFKB_MATRIX	-0.3056990920051256	1.0	336	0.042328042328042326
GO_0007605|sensory perception of sound	-0.3056660271645721	1.0	337	0.042454018644494836
GO_0048584|positive regulation of response to stimulus	-0.3052668823638596	1.0	338	0.04257999496094734
KANG_CISPLATIN_RESISTANCE_UP	-0.30520936534815385	1.0	339	0.04270597127739985
GO_0014002|astrocyte development	-0.30508068187148335	1.0	340	0.04283194759385236
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	-0.30478930730374093	1.0	341	0.04295792391030486
GO_0050806|positive regulation of synaptic transmission	-0.3046632327713987	1.0	342	0.04308390022675737
WENG_POR_DOSAGE	-0.3044667317886181	1.0	343	0.043209876543209874
GO_0016042|lipid catabolic process	-0.303592940444836	1.0	344	0.043335852859662384
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	-0.30329990644809623	1.0	345	0.04346182917611489
HOLLMANN_APOPTOSIS_VIA_CD40_DN	-0.302811608051325	1.0	346	0.0435878054925674
GO_0030003|cellular cation homeostasis	-0.30260531740762187	1.0	347	0.04371378180901991
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.3024151906961244	1.0	348	0.04383975812547241
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	-0.3019961030459129	1.0	349	0.04396573444192492
SENGUPTA_EBNA1_ANTICORRELATED	-0.3017132638421995	1.0	350	0.04409171075837742
GO_0051247|positive regulation of protein metabolic process	-0.30167599539318657	1.0	351	0.04421768707482993
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	-0.30162250855440825	1.0	352	0.044343663391282435
RUAN_RESPONSE_TO_TROGLITAZONE_DN	-0.30132568095565165	1.0	353	0.044469639707734945
GO_0030282|bone mineralization	-0.3013076509441698	1.0	354	0.044595616024187455
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-0.3004403290885176	1.0	355	0.04472159234063996
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	-0.30033097534459746	1.0	356	0.04484756865709247
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN	-0.3000651007202996	1.0	357	0.04497354497354497
GO_0009309|amine biosynthetic process	-0.29997608247791785	1.0	358	0.04509952128999748
FERRARI_RESPONSE_TO_FENRETINIDE_DN	-0.29995036518144363	1.0	359	0.04522549760644999
MARCHINI_TRABECTEDIN_RESISTANCE_UP	-0.2994599215258095	1.0	360	0.045351473922902494
JIANG_TIP30_TARGETS_UP	-0.29941389287343445	1.0	361	0.045477450239355004
SCHRAETS_MLL_TARGETS_DN	-0.2992608827480061	1.0	362	0.04560342655580751
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	-0.29904001393648705	1.0	363	0.04572940287226002
GO_0002697|regulation of immune effector process	-0.29872063710485064	1.0	364	0.04585537918871252
GO_0007204|elevation of cytosolic calcium ion concentration	-0.2986135920366637	1.0	365	0.04598135550516503
GO_0009617|response to bacterium	-0.29839247679288045	1.0	366	0.04610733182161754
GO_0010888|negative regulation of lipid storage	-0.29838684631320816	1.0	367	0.04623330813807004
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	-0.29829030519049243	1.0	368	0.04635928445452255
ABE_INNER_EAR	-0.29823299785312635	1.0	369	0.046485260770975055
WAGSCHAL_EHMT2_TARGETS_UP	-0.29787806179858206	1.0	370	0.046611237087427565
FOSTER_KDM1A_TARGETS_UP	-0.29778530911456697	1.0	371	0.04673721340388007
GO_0001817|regulation of cytokine production	-0.29775114090189597	1.0	372	0.04686318972033258
WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG	-0.29765631160529954	1.0	373	0.04698916603678509
CILIATED_MONTORO	-0.2971536881253744	1.0	374	0.04711514235323759
UROSEVIC_RESPONSE_TO_IMIQUIMOD	-0.2969562389093179	1.0	375	0.0472411186696901
VILIMAS_NOTCH1_TARGETS_UP	-0.2968776961794644	1.0	376	0.047367094986142604
KEGG_BLADDER_CANCER	-0.2967333208250875	1.0	377	0.04749307130259511
GO_0032103|positive regulation of response to external stimulus	-0.2966219197789914	1.0	378	0.047619047619047616
BIOCARTA_GABA_PATHWAY	-0.29591217474596127	1.0	379	0.047745023935500126
GO_0001819|positive regulation of cytokine production	-0.29590081337804314	1.0	380	0.047871000251952636
GO_0051353|positive regulation of oxidoreductase activity	-0.2958895126983297	1.0	381	0.04799697656840514
ENK_UV_RESPONSE_KERATINOCYTE_UP	-0.2957383429343103	1.0	382	0.04812295288485765
GO_0006954|inflammatory response	-0.2952647189807542	1.0	383	0.04824892920131015
GO_0051648|vesicle localization	-0.2950063830721707	1.0	384	0.04837490551776266
GO_0055065|metal ion homeostasis	-0.29452057947730387	1.0	385	0.048500881834215165
GO_0009651|response to salt stress	-0.2943521357601861	1.0	386	0.048626858150667675
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	-0.2943190158250996	1.0	387	0.048752834467120185
RICKMAN_HEAD_AND_NECK_CANCER_E	-0.29429027914586264	1.0	388	0.04887881078357269
REACTOME_GLUCONEOGENESIS	-0.2939578539083945	1.0	389	0.0490047871000252
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN	-0.2937067277670571	1.0	390	0.0491307634164777
GO_0002902|regulation of B cell apoptosis	-0.29351237575216405	1.0	391	0.04925673973293021
GO_0031646|positive regulation of neurological system process	-0.2934011923271406	1.0	392	0.04938271604938271
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP	-0.29337754893375556	1.0	393	0.04950869236583522
GO_0042743|hydrogen peroxide metabolic process	-0.29329045942812765	1.0	394	0.04963466868228773
KAMIKUBO_MYELOID_CEBPA_NETWORK	-0.2926210193325785	1.0	395	0.049760644998740236
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	-0.2925434606638381	1.0	396	0.049886621315192746
PKCA_DN.V1_UP	-0.29254233560813	1.0	397	0.05001259763164525
GO_0051354|negative regulation of oxidoreductase activity	-0.292471756226033	1.0	398	0.05013857394809776
KEGG_PPAR_SIGNALING_PATHWAY	-0.2923540042347212	1.0	399	0.05026455026455026
GO_0014823|response to activity	-0.2923069349947741	1.0	400	0.05039052658100277
NATSUME_RESPONSE_TO_INTERFERON_BETA_UP	-0.29228894498460656	1.0	401	0.05051650289745528
JI_METASTASIS_REPRESSED_BY_STK11	-0.29186705439916816	1.0	402	0.050642479213907785
P53_DN.V2_DN	-0.2917480598256414	1.0	403	0.050768455530360294
GO_0034341|response to interferon-gamma	-0.2912086000528507	1.0	404	0.0508944318468128
GO_0051971|positive regulation of transmission of nerve impulse	-0.29114670115882163	1.0	405	0.05102040816326531
MUELLER_METHYLATED_IN_GLIOBLASTOMA	-0.2907864911115936	1.0	406	0.05114638447971781
BOYAULT_LIVER_CANCER_SUBCLASS_G2	-0.29076908679818864	1.0	407	0.05127236079617032
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	-0.29058517786438054	1.0	408	0.05139833711262283
GO_RESPONSE_TO_AXON_INJURY	-0.2905495855221253	1.0	409	0.05152431342907533
GO_0051092|positive regulation of NF-kappaB transcription factor activity	-0.29027135616119326	1.0	410	0.05165028974552784
GO_0009310|amine catabolic process	-0.2899219169034189	1.0	411	0.051776266061980346
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	-0.28955603966077714	1.0	412	0.051902242378432856
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	-0.28940410334029754	1.0	413	0.05202821869488536
MANN_RESPONSE_TO_AMIFOSTINE_UP	-0.2893251132209234	1.0	414	0.05215419501133787
GO_0019725|cellular homeostasis	-0.28917043568124845	1.0	415	0.05228017132779038
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	-0.2890445606092161	1.0	416	0.05240614764424288
JOHNSTONE_PARVB_TARGETS_2_UP	-0.2889939212876754	1.0	417	0.05253212396069539
GO_0035020|regulation of Rac protein signal transduction	-0.2889008677309828	1.0	418	0.052658100277147894
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	-0.2886592045858805	1.0	419	0.052784076593600404
GO_0042311|vasodilation	-0.2885536132378059	1.0	420	0.05291005291005291
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP	-0.28851037007987046	1.0	421	0.05303602922650542
DCA_UP.V1_UP	-0.2882635186357615	1.0	422	0.05316200554295793
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.2877638174342521	1.0	423	0.05328798185941043
GO_0046364|monosaccharide biosynthetic process	-0.28770578873532	1.0	424	0.05341395817586294
LOPES_METHYLATED_IN_COLON_CANCER_UP	-0.28759672662875413	1.0	425	0.05353993449231544
DOANE_BREAST_CANCER_CLASSES_UP	-0.2873789946348602	1.0	426	0.05366591080876795
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	-0.2871809668767897	1.0	427	0.053791887125220456
GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	-0.28699568444846807	1.0	428	0.053917863441672965
GO_0046634|regulation of alpha-beta T cell activation	-0.28693502108965535	1.0	429	0.054043839758125475
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	-0.2867490651280001	1.0	430	0.05416981607457798
CRX_NRL_DN.V1_UP	-0.2862859843460245	1.0	431	0.05429579239103049
MIKKELSEN_MCV6_LCP_WITH_H3K4ME3	-0.286271816914615	1.0	432	0.05442176870748299
CHIBA_RESPONSE_TO_TSA	-0.2862255949852632	1.0	433	0.0545477450239355
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	-0.28590366084101887	1.0	434	0.054673721340388004
GO_0060081|membrane hyperpolarization	-0.2846993012691711	1.0	435	0.054799697656840514
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	-0.2846555374019996	1.0	436	0.054925673973293024
GO_0031214|biomineral formation	-0.28448053841592913	1.0	437	0.05505165028974553
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN	-0.28434998003492606	1.0	438	0.05517762660619804
GO_0010883|regulation of lipid storage	-0.2840537329122292	1.0	439	0.05530360292265054
RODRIGUES_THYROID_CARCINOMA_UP	-0.28404103952631055	1.0	440	0.05542957923910305
GO_0051650|establishment of vesicle localization	-0.28400214605174007	1.0	441	0.05555555555555555
GO_0055067|monovalent inorganic cation homeostasis	-0.2836500281174131	1.0	442	0.05568153187200806
GO_0006094|gluconeogenesis	-0.28333429348940525	1.0	443	0.05580750818846057
CRX_DN.V1_DN	-0.2832164912029517	1.0	444	0.055933484504913075
GO_0030262|apoptotic nuclear changes	-0.28294918599457536	1.0	445	0.056059460821365585
GO_0055066|di-, tri-valent inorganic cation homeostasis	-0.2826022360260506	1.0	446	0.05618543713781809
GO_0051926|negative regulation of calcium ion transport	-0.28244228662214643	1.0	447	0.0563114134542706
GO_0006873|cellular ion homeostasis	-0.28233551356879233	1.0	448	0.0564373897707231
REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS	-0.2823214332225804	1.0	449	0.05656336608717561
KRAS.600.LUNG.BREAST_UP.V1_UP	-0.28231520814360994	1.0	450	0.05668934240362812
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	-0.28224967195680944	1.0	451	0.056815318720080624
GO_0009063|cellular amino acid catabolic process	-0.2821918981682889	1.0	452	0.056941295036533134
REACTOME_AMYLOIDS	-0.28214774042990803	1.0	453	0.057067271352985637
WILLIAMS_ESR2_TARGETS_UP	-0.2818841065939579	1.0	454	0.057193247669438146
GO_0048168|regulation of neuronal synaptic plasticity	-0.2814474484860936	1.0	455	0.05731922398589065
WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	-0.28142501987246993	1.0	456	0.05744520030234316
GO_0043542|endothelial cell migration	-0.2811851403897245	1.0	457	0.05757117661879567
GO_0008652|cellular amino acid biosynthetic process	-0.2807370583424009	1.0	458	0.05769715293524817
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN	-0.28065695175330807	1.0	459	0.05782312925170068
GO_0043154|negative regulation of caspase activity	-0.2805865390975202	1.0	460	0.057949105568153185
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	-0.2802534723902927	1.0	461	0.058075081884605695
AKT_UP_MTOR_DN.V1_UP	-0.27985278629190186	1.0	462	0.0582010582010582
SOX9_DIRECT_TARGETS_UP_GARSIDE	-0.27983436651158616	1.0	463	0.05832703451751071
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	-0.27976118053999555	1.0	464	0.05845301083396322
ABE_VEGFA_TARGETS_30MIN	-0.27935376412856927	1.0	465	0.05857898715041572
FRASOR_RESPONSE_TO_ESTRADIOL_DN	-0.2793244033032886	1.0	466	0.05870496346686823
GO_0051385|response to mineralocorticoid stimulus	-0.27922739709097527	1.0	467	0.05883093978332073
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	-0.2792206249654366	1.0	468	0.05895691609977324
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	-0.27897748142207274	1.0	469	0.059082892416225746
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	-0.278881392949901	1.0	470	0.059208868732678256
WESTON_VEGFA_TARGETS_3HR	-0.2788523074141046	1.0	471	0.059334845049130766
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	-0.2785574031246238	1.0	472	0.05946082136558327
GO_0009409|response to cold	-0.278488394100589	1.0	473	0.05958679768203578
GO_0070228|regulation of lymphocyte apoptosis	-0.2784544481167121	1.0	474	0.05971277399848828
GO_0006875|cellular metal ion homeostasis	-0.27820793284594764	1.0	475	0.05983875031494079
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_CIS	-0.2779935588088465	1.0	476	0.059964726631393295
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	-0.27786606888075766	1.0	477	0.060090702947845805
GO_0006635|fatty acid beta-oxidation	-0.27782409765894944	1.0	478	0.060216679264298315
GO_0034614|cellular response to reactive oxygen species	-0.2773935106221845	1.0	479	0.06034265558075082
GO_0009062|fatty acid catabolic process	-0.27735811579579234	1.0	480	0.06046863189720333
KEGG_PEROXISOME	-0.27718495824607137	1.0	481	0.06059460821365583
GO_0055082|cellular chemical homeostasis	-0.2767122492136768	1.0	482	0.06072058453010834
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	-0.27663204147847203	1.0	483	0.06084656084656084
LEE_AGING_NEOCORTEX_DN	-0.27619960473002114	1.0	484	0.06097253716301335
GO_0051591|response to cAMP	-0.2761687133520576	1.0	485	0.06109851347946586
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN	-0.2761346596044411	1.0	486	0.061224489795918366
BIOCARTA_GLYCOLYSIS_PATHWAY	-0.27586245448408364	1.0	487	0.061350466112370876
GO_0002064|epithelial cell development	-0.2757499634163258	1.0	488	0.06147644242882338
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	-0.2757244717473737	1.0	489	0.06160241874527589
DORN_ADENOVIRUS_INFECTION_12HR_UP	-0.27497488566089634	1.0	490	0.06172839506172839
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	-0.2748059144383559	1.0	491	0.0618543713781809
GO_0045026|plasma membrane fusion	-0.27468027529764655	1.0	492	0.06198034769463341
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	-0.274564744833285	1.0	493	0.062106324011085914
BAKER_HEMATOPOESIS_STAT5_TARGETS	-0.27447262012591017	1.0	494	0.062232300327538424
REACTOME_PURINE_CATABOLISM	-0.27445967375105695	1.0	495	0.06235827664399093
NIELSEN_SYNOVIAL_SARCOMA_DN	-0.2744187271115873	1.0	496	0.06248425296044344
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	-0.27437952649670155	1.0	497	0.06261022927689594
NAKAJIMA_EOSINOPHIL	-0.27418883454734394	1.0	498	0.06273620559334846
MURATA_VIRULENCE_OF_H_PILORI	-0.27380777424839087	1.0	499	0.06286218190980096
FARMER_BREAST_CANCER_CLUSTER_1	-0.2737697752067116	1.0	500	0.06298815822625346
GO_0016052|carbohydrate catabolic process	-0.2736518509650254	1.0	501	0.06311413454270597
REACTOME_P38MAPK_EVENTS	-0.27364500173330947	1.0	502	0.06324011085915848
GO_0051966|regulation of synaptic transmission, glutamatergic	-0.27347172887236526	1.0	503	0.06336608717561099
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	-0.2732792469482099	1.0	504	0.06349206349206349
GO_0051043|regulation of membrane protein ectodomain proteolysis	-0.27320339428665824	1.0	505	0.063618039808516
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_DN	-0.27297594106025497	1.0	506	0.06374401612496851
HILLION_HMGA1_TARGETS	-0.2729067633650073	1.0	507	0.06386999244142101
GO_0007159|leukocyte adhesion	-0.27285253594703485	1.0	508	0.06399596875787351
GO_0050730|regulation of peptidyl-tyrosine phosphorylation	-0.27261608130708936	1.0	509	0.06412194507432603
